Site Location,Stock Status,Material No.,Category,Description,Long tex
SAR2,Available,32001147,Fastener,STUDBOLT;SZ 3/4 IN;7 IN LG;B7;W/2H NUT,SHORT_NAME:STUDBOLT SIZE:3/4 IN LENGTH:7 IN MATERIAL_SPECIFICATION:GR-B7 NUT_TYPE:W/2H
SAR2,Available,32001159,Fastener,STUDBOLT;SZ 7/8 IN;4.1/4 IN LG;B7,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:4.1/4 IN MATERIAL_SPECIFICATION:GR-B7 SPECIAL_FEATURES:W/2H NUT
SAR2,Available,32001160,Fastener,STUDBOLT;SZ 7/8 IN;4.1/2 IN LG;B7,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:4.1/2 IN MATERIAL_SPECIFICATION:GR-B7 SPECIAL_FEATURES:W/2H NUT
SAR2,No Stock,32001161,Fastener,STUDBOLT;SZ 7/8 IN;4.3/4 IN LG;B7,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:4.3/4 IN MATERIAL_SPECIFICATION:GR-B7 SPECIAL_FEATURES:W/2H NUT
SAR2,Available,32001162,Fastener,STUDBOLT;SZ 7/8 IN;5 IN LG;B7;W/2H NUT,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:5 IN MATERIAL_SPECIFICATION:GR-B7 NUT_TYPE:W/2H
SAR2,Available,32001164,Fastener,STUDBOLT;SZ 7/8 IN;5.1/2 IN LG;B7,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:5.1/2 IN MATERIAL_SPECIFICATION:GR-B7 SPECIAL_FEATURES:W/2H NUT
SAR2,No Stock,32001166,Fastener,STUDBOLT;SZ 7/8 IN;6 IN LG;B7;W/2H NUT,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:6 IN MATERIAL_SPECIFICATION:GR-B7 NUT_TYPE:W/2H
SAR2,No Stock,32001168,Fastener,STUDBOLT;SZ 7/8 IN;6.1/2 IN LG;B7,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:6.1/2 IN MATERIAL_SPECIFICATION:GR-B7 SPECIAL_FEATURES:W/2H NUT
SAR2,No Stock,32001171,Fastener,STUDBOLT;SZ 7/8 IN;7.1/2 IN LG;B7,SHORT_NAME:STUDBOLT SIZE:7/8 IN LENGTH:7.1/2 IN MATERIAL_SPECIFICATION:GR-B7 SPECIAL_FEATURES:W/2H NUT
SAR2,Available,32001188,Fastener,STUDBOLT;SZ 1 IN;5.1/4 IN LG;B7;W/2H NUT,SHORT_NAME:STUDBOLT SIZE:1 IN LENGTH:5.1/4 IN MATERIAL_SPECIFICATION:GR-B7 NUT_TYPE:W/2H
SAR2,Available,32001191,Fastener,STUDBOLT;SZ 1 IN;6 IN LG;B7;W/2H NUT,NUT_TYPE:W/2H SHORT_NAME:STUDBOLT SIZE:1 IN LENGTH:6 IN MATERIAL_SPECIFICATION:GR-B7
SAR2,No Stock,32001195,Fastener,STUDBOLT;SZ 1 IN;7 IN LG;B7,SHORT_NAME:STUDBOLT SIZE:1 IN LENGTH:7 IN MATERIAL_SPECIFICATION:GR-B7 NUMBER_OF_NUTS:W/2HEX NUT
SAR2,No Stock,32001196,Fastener,STUDBOLT;SZ 1 IN;7.1/2 IN LG;B7;W/2H NUT,NUT_TYPE:W/2H SHORT_NAME:STUDBOLT SIZE:1 IN LENGTH:7.1/2 IN MATERIAL_SPECIFICATION:GR-B7
SAR2,Available,32001200,Fastener,STUDBOLT;SZ 1 IN;9.1/2 IN LG;B7;W/2H NUT,SHORT_NAME:STUDBOLT SIZE:1 IN LENGTH:9.1/2 IN MATERIAL_SPECIFICATION:GR-B7 NUT_TYPE:W/2H
SAR2,No Stock,32001215,Fastener,STUDBOLT;SZ 1.1/8 IN;7 IN LG;B7;W/2H NUT,SHORT_NAME:STUDBOLT SIZE:1.1/8 IN LENGTH:7 IN MATERIAL_SPECIFICATION:GR-B7 NUT_TYPE:W/2H
SAR2,Available,32006410,General,BRUSH;PAINT;SZ 1 IN WD;FLT,SHORT_NAME:BRUSH TYPE:PAINT SIZE:1 IN WD SPECIAL_FEATURES:FLAT
SAR2,Available,32006411,General,BRUSH;PAINT;SZ 2 IN WD;FLT,SHORT_NAME:BRUSH TYPE:PAINT SIZE:2 IN WD SPECIAL_FEATURES:FLAT
SAR2,Available,32006412,General,BRUSH;PAINT;SZ 3 IN WD;FLT,SHORT_NAME:BRUSH TYPE:PAINT SIZE:3 IN WD SPECIAL_FEATURES:FLAT
SAR2,Available,32006427,U-bolt,"BOLT,U;SZ PIPE 1.1/2 IN* 1/4 IN;NC THD",SHORT_NAME:BOLT U SIZE:PIPE 1.1/2 IN*DIA 1/4 IN THREAD_TYPE:NC MATERIAL:CS FINISH:GALV SPECIAL_FEATURES:W/2 HEXAGON NUT
SAR2,Available,32006428,U-bolt,"BOLT,U;SZ PIPE 2 IN* 1/4 IN;NC THD;CS",SHORT_NAME:BOLT U SIZE:PIPE 2 IN*DIA 1/4 IN THREAD_TYPE:NC MATERIAL:CS FINISH:GALV SPECIAL_FEATURES:W/2 HEXAGON NUT
SAR2,No Stock,32006471,Fastener,STUDBOLT;SZ 3/4 IN;4.3/4 IN LG;ALY,SHORT_NAME:STUDBOLT SIZE:3/4 IN LENGTH:4.3/4 IN MATERIAL:ALLOY STEEL MATERIAL_SPECIFICATION:GR-B16 ASTM A193 ASTM A194 2H NUT NUT_TYPE:HEX NUMBER_OF_NUTS:2
SAR2,No Stock,32006472,Fastener,STUDBOLT;SZ 3/4 IN;5 IN LG;B16;ALY,SHORT_NAME:STUDBOLT SIZE:3/4 IN LENGTH:5 IN MATERIAL:ALLOY STEEL MATERIAL_SPECIFICATION:ASTM A193/B16 ASTM A194/2H NUT_TYPE:HEX NUMBER_OF_NUTS:C/W 2
SAR2,No Stock,32006473,Fastener,STUDBOLT;SZ 3/4 IN;5.1/2 IN LG;B16;ALY,SHORT_NAME:STUDBOLT SIZE:3/4 IN LENGTH:5.1/2 IN MATERIAL:ALLOY STEEL MATERIAL_SPECIFICATION:ASTM A193/B16 ASTM A194/2H NUT_TYPE:HEX NUMBER_OF_NUTS:C/W 2
SAR2,Available,32007225,Fittings,"BUSHING,PIPE;CONC;SZ 3/4 IN*1/2 IN;THD",SHORT_NAME:BUSHING PIPE TYPE:CONCENTRIC SIZE:3/4 IN*1/2 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MACHINED FROM SOLID STEEL MATERIAL_SPECIFICATION:ASTM A105 GR 2 PRESSURE_RATING:3000# INDUSTRY_STANDARD:B2.1 SPECIAL_FEATURES:HEX SHOULDER
SAR2,Available,32007227,Fittings,"BUSHING,PIPE;HEX SHLDR;SZ 3/4 IN*1 IN",SHORT_NAME:BUSHING PIPE TYPE:HEXAGON SHOULDER SIZE:3/4 IN*1 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS SOLID STEEL MATERIAL_SPECIFICATION:USA STD B2.1 ASTM SPEC. A105 GR 2 PRESSURE_RATING:3000# SPECIAL_FEATURES:FS MACHINED FROM
SAR2,Available,32007277,Fittings,"COUPLING,P;SZ 3/4 IN;3000#;THD;A105,GR 2",SHORT_NAME:COUPLING PIPE SIZE:3/4 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MACHINED FROM SOLID STEEL MATERIAL_SPECIFICATION:ASTM A105 GR 2 PRESSURE_RATING:3000# SPECIAL_FEATURES:USA STD B2.3
SAR2,Available,32007375,Fittings,"ELBOW,P;90DEG;SZ 1/2 IN;FCS;3000# CWP;PP",SHORT_NAME:ELBOW PIPE SIZE:1/2 IN END_CONNECTION_TYPE:THREADED USA STD B2.1 STRAIGHT MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A-105 GR-2 ANGLE:90DEG PRESSURE_RATING:3000# CWP SPECIAL_FEATURES:PP
SAR2,Available,32007376,Fittings,"ELBOW,P;90DEG;SZ 3/4 IN;FCS;3000# CWP",SHORT_NAME:ELBOW PIPE SIZE:3/4 IN END_CONNECTION_TYPE:THREADED USA STD B2.3 STRAIGHT MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A-105 GR-2 ANGLE:90DEG PRESSURE_RATING:3000# CWP SPECIAL_FEATURES:PP USA B2.1
SAR2,Available,32007377,Fittings,"ELBOW,P;90DEG;SZ 1 IN;FCS;3000# CWP;PP",SHORT_NAME:ELBOW PIPE SIZE:1 IN END_CONNECTION_TYPE:THREADED USA STD B2.1 STRAIGHT MATERIAL:FORGED CS MATERIAL_SPECIFICATION:A105 GR-2 ASTM A-105 ANGLE:90DEG PRESSURE_RATING:3000# CWP SPECIAL_FEATURES:PP
SAR2,Available,32008071,Fittings,COUPLING;SZ 3/4 IN;MALE;CHICAGO,SHORT_NAME:COUPLING SIZE:3/4 IN END_CONNECTION_TYPE:MALE MANUFACTURER_NAME:CHICAGO
SAR2,Available,32008073,Fittings,COUPLING;SZ 3/4 IN;FEM;CHICAGO FEM,SHORT_NAME:COUPLING SIZE:3/4 IN END_CONNECTION_TYPE:FEMALE MANUFACTURER_NAME:CHICAGO FEM
SAR2,Available,32008078,Fittings,"PLUG,P;SZ 1/2 IN;THD;A105;GR 2",SHORT_NAME:PLUG PIPE TYPE:THREADED SIZE:1/2 IN MATERIAL_STANDARD:A105 PRESSURE_CLASS:3000# GRADE:2
SAR2,Available,32008174,Fittings,"NIPPLE,P;SZ 1/2 IN*3 IN*S160",SHORT_NAME:NIPPLE PIPE SIZE:1/2 IN*3 IN*S160 MATERIAL:ASTM A234 GR WPB END_CONNECTION:THREAD BOTH END
SAR2,Available,32008175,Fittings,"NIPPLE,P;SZ 1/2 IN*4 IN*S160",SHORT_NAME:NIPPLE PIPE SIZE:1/2 IN*4 IN*S160 MATERIAL:ASTM A234 GR WPB END_CONNECTION:THREAD BOTH END
SAR2,Available,32008182,Fittings,"NIPPLE,P;SZ 3/4 IN*2 IN*S160",SHORT_NAME:NIPPLE PIPE SIZE:3/4 IN*2 IN*S160 MATERIAL:ASTM A234 GR WPB END_CONNECTION:THREAD BOTH END
SAR2,Available,32008184,Fittings,"NIPPLE,P;SZ 3/4 IN*4 IN*S160",SHORT_NAME:NIPPLE PIPE SIZE:3/4 IN*4 IN*S160 MATERIAL:ASTM A234 GR WPB END_CONNECTION:THREAD BOTH END
SAR2,Available,32008276,Fittings,NIPPLE;PIPE;3/4X1/2IN;SCH80;STL A234 GR2,NIPPLE  PIPE SHORT_NAME: PIPE NIPPLE TYPE: SWAGED CONCENTRIC SIZE: 3/4 X 1/2 IN MATERIAL: STEEL ASTM A234 GR 2 END_CONNECTION: THREAD BOTH END SCHEDULE: SCH 80
SAR2,Available,32008278,Fittings,"NIPPLE,P;SZ 1 IN*S80;3/4 IN LG;A105",SHORT_NAME:NIPPLE PIPE TYPE:SWAGED CONCENTRIC SIZE:1 IN*S80 LENGTH:3/4 IN MATERIAL:A105 END_CONNECTION:GR-2 THREAD BOTH END
SAR2,Available,32008279,Fittings,"NIPPLE,P;SZ 1.1/2 IN*S80;3/4 IN LG",SHORT_NAME:NIPPLE PIPE TYPE:SWAGED CONCENTRIC SIZE:1.1/2 IN*S80 LENGTH:3/4 IN MATERIAL:TBE A105 END_CONNECTION:GR-2 THREAD BOTH END
SAR2,Available,32008285,Pipe,PIPE;SZ 3/4 IN;3 IN LG;SCH 160;GRB,SHORT_NAME:PIPE TYPE:NIPPLE MATERIAL:GRB SIZE:3/4 IN LENGTH:3 IN MANUFACTURE_PROCESS:SML INDUSTRY_STANDARD:API 5L SCHEDULE:160
SAR2,Available,32008761,General,"TAPE;INSLTNG,SCOTCH;NO 23",SHORT_NAME:TAPE TYPE:INSULATING SCOTCH SPECIAL_FEATURES:NO 23
SAR2,No Stock,32008762,General,TAPE;INSLTNG;PVC;BLK;33,SHORT_NAME:TAPE TYPE:INSULATING MATERIAL:PVC COLOR:BLACK MANUFACTURER_NAME:SCOTCH 3-M CO. U.S.A MANUFACTURER_PART_NUMBER:33
SAR2,Available,32008763,General,"TAPE;INSLTNG,SCOTCH;BLUE;NO 35",SHORT_NAME:TAPE TYPE:INSULATING SCOTCH COLOR:BLUE SPECIAL_FEATURES:NO 35
SAR2,Available,32008764,General,"TAPE;INSLTNG,SCOTCH;GREEN;NO 35",SHORT_NAME:TAPE TYPE:INSULATING SCOTCH COLOR:GREEN SPECIAL_FEATURES:NO 35
SAR2,Available,32008765,General,"TAPE;INSLTNG,SCOTCH;RED;NO 35",SHORT_NAME:TAPE TYPE:INSULATING SCOTCH COLOR:RED SPECIAL_FEATURES:NO 35
SAR2,Available,32008766,General,"TAPE;INSLTNG,SCOTCH;YEL;NO 35",SHORT_NAME:TAPE TYPE:INSULATING SCOTCH COLOR:YEL SPECIAL_FEATURES:NO 35
SAR2,Available,32015610,General,CLEANING;RAGS;COTTN;20KG,SHORT_NAME:CLEANING SUPPLY TYPE:RAGS MATERIAL:COTTON PACKAGE_TYPE:BURLAP BAG AND STRAPPED NETT/BALE PACKAGE_SIZE:20KG SPECIAL_FEATURES:COLOURED SEWN STERILISED FREE FROM BUTTONS PINS HOOKS AND EYE
SAR2,No Stock,32015683,Gasket,GASKET;SZ 8 IN;1.5MM THK;150#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:8 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,No Stock,32015684,Gasket,GASKET;SZ 3/4 IN;1.5MM THK;150#;316 SS,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:3/4 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
SAR2,No Stock,32015685,Gasket,GASKET;SZ 1 IN;1.5MM THK;150#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:1 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,No Stock,32015686,Gasket,GASKET;150#;316 SS;TANG;RF;B16.21,SHORT_NAME:GASKET TYPE:TANG MATERIAL:316 SS PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.21 SPECIAL_FEATURES:1.1/2 IN150#1.5MM RF.FR FLEXIBLE GRAPHITE LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
SAR2,No Stock,32015687,Gasket,GASKET;SZ 2 IN;1.5MM THK;150#;FLT RNG;RF,"""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:2 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL) RF SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL"
SAR2,Available,32015688,Gasket,GASKET;SZ 3 IN;1.5MM THK;150#;FLT RNG;RF,"SIZE:3 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL) SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21"
SAR2,Available,32015690,Gasket,GASKET;SZ 6 IN;1.5MM THK;150#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:6 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,Available,32015692,Gasket,GASKET;SZ 10 IN;1.5MM THK;150#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:10 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
SAR2,Available,32015693,Gasket,GASKET;SZ 12 IN;1.5MM THK;150#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:12 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
SAR2,Available,32015698,Gasket,GASKET;SZ 4 IN;1.5MM THK;150#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:4 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,Available,32015706,Gasket,GASKET;SZ 1/2 IN;1.5MM THK;150#;316 SS,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:150# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:1/2 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
SAR2,Available,32015813,Gasket,GASKET;SZ 2 IN;1.5MM THK;300;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300 FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:2 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,Available,32015821,Gasket,GASKET;SZ 1 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:1 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,Available,32015832,Gasket,GASKET;SZ 3 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:3 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,Available,32015833,Gasket,GASKET;SZ 4 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:4 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,Available,32015834,Gasket,GASKET;SZ 6 IN;1.5MM THK;300#;FLT RNG;RF,"FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:6 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL) SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300#"
SAR2,No Stock,32015835,Gasket,GASKET;SZ 8 IN;1.5MM THK;300#;FLT RNG;RF,"SHORT_NAME:GASKET TYPE:FLAT RING THICKNESS:1.5MM MATERIAL:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL ""TANG"" TYPE B OND PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:8 IN SPECIAL_FEATURES:(UNION CARBIDE GR GHE OR EQUAL)"
SAR2,Available,32015836,Gasket,GASKET;SZ 10 IN;1.5MM THK;300#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:10 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
SAR2,Available,32015837,Gasket,GASKET;SZ 12 IN;1.5MM THK;300#;316 SS;RF,SHORT_NAME:GASKET TYPE:TANG THICKNESS:1.5MM MATERIAL:316 SS SHAPE:FLAT RING PRESSURE_RATING:300# FLANGE_FACING:RF INDUSTRY_STANDARD:ASME B16.5 AND ASME B16.21 SIZE:12 IN SPECIAL_FEATURES:LAMINATED FLEXIBLE GRAPHITE SHEET TO BE REINFORCED WITH SS316 FOIL WITH MECHANICAL TANG TYPE BOND FLAT RING FOR RAISED FACE FLANGES. (UNION CARBIDE GR GHE OR EQUAL) ASME B16.5 &amp; ASME B16.21
SAR2,Available,32016267,Gasket,"GASKET,SW;SZ 10 IN;900#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:900# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SAR2,Available,32016273,Gasket,"GASKET,SW;SZ 1/2 IN;1500#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 321L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:1500# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG04 SS321W W/INNER RING
SAR2,Available,32016274,Gasket,"GASKET,SW;SZ 3/4 IN;1500#;B16.20",INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG04 SS321W W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:3/4 IN WINDING_MATERIAL:TYPE 321L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:1500#
SAR2,No Stock,32016478,Gasket,"GASKET,SW;SZ 2 IN;300#;TYPE 316L SS WNDG",GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON
SAR2,Available,32016479,Gasket,"GASKET,SW;SZ 3 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SAR2,Available,32016480,Gasket,"GASKET,SW;SZ 4 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SAR2,No Stock,32016481,Gasket,"GASKET,SW;SZ 6 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SAR2,No Stock,32016482,Gasket,"GASKET,SW;SZ 8 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
SAR2,Available,32016484,Gasket,"GASKET,SW;SZ 12 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:12 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
